名字#介绍#技能#属性
水晶室女#水晶室女莉莱出生在一个气候温和的地区，与性子火爆的姐姐莉娜一起长大，她很快就发现她天生对冰元素的吸引力给周围所有人制造了麻烦。只要她在附近坐下休息，井水和山泉瞬间就会被冻住；成熟的庄稼被寒霜冻伤，果园变成了冰的迷宫，然后垮塌损毁。当他们无奈的父母把莉娜送到南方后，又把莉莱流放到了寒冷北方的冰川残骸，一个隐居在蓝心冰川顶峰的寒冰巫师收留了她。经过长期的学习后，巫师认为莉莱已经能够独立的修习冰冻魔法了，于是他便降入冰川内开始千年的冬眠。从那以后，莉莱的冰冻法术变的愈发精湛，而现在，她的魔法已无可匹敌。#奥术光环（被动）：每2秒魔法回复8/14/20#2,2,450,5,0,0,40,45,1.7,600,6,4,900,5,0,0,80,90,1.7,600,18,6,180,5,0,0,160,180,1.7,600
兽王#卡洛克自出生伊始就被当做兽婴。他的母亲在他出生时就已死去；他的父亲是斯洛姆末代帝王的马蹄铁匠，在他五岁时被马群践踏致死。后来，卡洛克将自己卖到国王的动物园干活，在那里，他和宫廷里面饲养的狮子，猩猩，野鹿以及其他一些很少见的甚至传说中的野兽一起长大。在他七岁那年，一个冒险者带着一只没人见过的野兽来觐见国王。当这只野兽被国王的链条锁住的时候，它说话了，乞求自由，然而它的嘴并没有张开。国王大笑，命令野兽表演助兴，遭到拒绝以后，国王用他的疯狂权杖狠狠的抽打了野兽，并把它关在了兽栏里面。接下来的几个月里，卡洛克每天都给这个受伤的野兽偷偷的带去食物和药物，然而这一切只能减缓野兽的死亡。这只野兽和卡洛克开始了交流，无言的交流，他们之间的情感纽带也随着时间的推移而加深，最后卡洛克发现他竟然能够和宫廷动物园里面的所有动物交流。在那只野兽死去的晚上，卡洛克狂怒无比，他煽动了所有的动物一起反叛，并且将它们的笼子打开，在宫廷广场上大开杀戒。末代帝王在动乱中受伤。在混乱之中，一只皇家雄鹿在这个救了它的男孩面前屈膝，让他以兽王的身份骑上它，带他跃过了堡垒的高墙，逃出生天。现在，兽王卡洛克已经成长为一个男子汉，并且仍然能够自由的和野生动物交谈。他已经成为了拥有自然狂猛野性的战士。#野性之斧：兽王扔出斧头并召回并使收到兽王的伤害加深每把飞斧伤害：60/100/140每把加深伤害：10%/20%/30%冷却时间：7秒#2,2,600,5,0,0,60,70,1.3,205,6,4,1200,5,0,0,60,70,1.3,205,18,6,2400,5,0,0,60,70,1.3,205
斧王#作为红雾军团的一名步兵，蒙哥可汗的目标是成为红雾军团的将军。在一场又一场的战斗中，他用血腥的战果证明了自己的价值。他毫不犹豫杀死上级的行为帮助他完成了晋升。在长达七年的千湖之境战役中，他用光荣的杀戮给自己带来了荣誉，他的声望比从前更耀眼了，但他身边的战友也在一个个地减少。在最终战胜的夜晚，蒙哥可汗宣布他为红雾军团的新将军，并冠以自身“斧王”的头衔。但他的军队却只有他一人，虽然许多人是战死的，但更多人则是死在斧王的刃下。不用说，现在大多数战士都不想由他领导。但这对斧王来说不算什么，因为他的军队只需要他一个人就够了。#狂战士之吼：嘲讽附近敌人（192范围），强迫他们攻击自己护甲提升5/10/15持续2/3/4秒#1,1,700,5,0,0,50,55,1.5,205,3,3,1400,5,0,0,100,110,1.5,205,9,5,2800,5,0,0,200,220,1.5,205
魅惑魔女#从外表上看，爱由莎就像是一个天真无忧的森林精灵，尽管的确如此，但这也不是对她最为完整的评价。她对自然所遭受的苦难感同身受。她曾跋山涉水，穿越过斑驳的森林，走过四季变换，结识新的朋友，分享新的见闻，为她所到之处带去自然的治愈和欢乐的笑容。因为在那些饱受战乱折磨的地区，森林被大规模的砍伐，用作造船以及制造攻城车；而即使是在和平地区，也有人因为建造房屋而砍伐森林，为添加灶火而毁坏树木。爱由莎从森林中的小精灵处听闻了这些事情，这些小家伙需要森林的荫蔽来繁衍。她耐心的倾听着那些苦于无法倾诉的人诉说着痛苦，坚信自己的鼓励也是一种魅力，一种能够让未来再次充满绿色的魅之魔力。#自然之助：每秒治疗量25作用范围：500小精灵数量3/5/7冷却时间：15秒#1,1,400,5,0,0,50,60,1.5,400,3,3,800,5,0,0,100,120,1.5,400,9,4,1500,5,0,0,200,240,1.5,400
混沌骑士#作为一名被上千个世界中无数战斗洗礼过的战斗大师，混沌骑士来自一个遥远的上层位面，在那里，宇宙的基本法则都能被直接感知到。在所有的法则中，混沌是最古老且最不知疲倦的——永无休止的搜寻着被他称为“光”的存在。很久以前，“光”违抗初始之契约离开了起源的世界，在其他世界开始了他的旅途。现在混沌骑士在一个个位面之间穿梭，无论到哪里，他永远都在搜寻然后抹杀“光”的存在，将其无数次的抹杀，然后进入下一个位面继续他的搜索。带着自己的铁甲战马“天劫”，带着疯狂的暴怒冲进战场，从宇宙的混乱中吸取力量。他就是混沌在物理位面的化身，并在有需要的时候他会召唤其他位面的自己，这群黑暗骑兵的齐冲如同自然之力一般无法阻挡。只有当一个世界中所有“光”的存在都被彻底消灭，他的搜寻才会结束。混沌骑士的铁蹄所到之处，死亡随之同行。#混乱之箭：向目标投掷一枚神秘的能量箭，造成随机时间的眩晕和随机伤害最短眩晕：1秒最长眩晕：2/3/4秒最低伤害：50/100/150最高伤害：200/300/400冷却时间：5秒#2,2,700,5,0,0,40,110,1.3,205,6,4,1400,5,0,0,80,220,1.3,205,18,6,2800,5,0,0,160,440,1.3,205
剑圣#没有人见过主宰尤涅若面具下的真面目。甚至有人认为他没有脸部。作为公然反抗腐败领主的惩罚，主宰被古老的遮面之岛流放了，这反而救了他的性命。不久后海岛在一个充斥着复仇魔法的夜晚被海浪彻底毁灭了。岛屿上古老的主宰传统，礼法和剑术都由他独自继承。作为这项传统最后的开拓者，尤涅若的自信和勇气来自他坚持不懈的锻炼，他独创的剑术证明他从未停止挑战自我。一如既往的，他的内心和他的表情一样难以捉摸。作为一位曾两度失去一切的英雄，主宰斗志昂扬，仿佛胜利已是定局。#剑刃风暴：对主宰周围的敌人造成伤害并使主宰魔法免疫作用范围：250伤害：50/100/150持续时间：5秒冷却时间：12秒#2,2,600,5,0,0,65,70,1.1,205,6,4,1200,5,0,0,65,70,1.1,205,18,6,2400,5,0,0,65,70,1.1,205
精灵龙#当别人第一眼看到帕克的时候，都会觉得它十分淘气，是小孩子性格。然而正是这种错觉让帕克的真实个性得以隐藏。仙女龙一族的寿命趋于无限，帕克则还处于仙女龙的幼年形态，然而它在这一形态也已经过了上千年了。因此即使从某种意义上来说，帕克还算是幼年，但它的幼年期将会一直持续到现在的城市归于尘土。帕克的真实动机是什么，旁人完全无法捉摸，而在那嬉戏的外表下也有可能隐藏着更隐秘的目的。而唯一能让人体会到帕克真实个性的，是它对顽皮捣乱的无尽热衷。#幻象法球：直线方向放出一个魔法球，并对路径上的敌人造成伤害最大距离：800伤害：150/200/250冷却时间：5/4/3秒#2,2,450,5,0,0,40,50,1.7,400,6,4,900,5,0,0,80,100,1.7,400,18,6,1800,5,0,0,160,200,1.7,400
树精卫士#在遥远的西方之外，预兆之谷远方的群山中，蕴藏着一股强大的古老力量，一股隐藏在树木中，令人敬畏的力量之源。据说生长在这片区域的物种都很奇特。对于自然之力而言，这是一片神圣的土地，不为世人所知。这片土地上有着各种致命的陷阱和危险——吞噬一切的杂草，各式杂交的动物以及充满剧毒的花——不过这些都远远比不上强大的树精卫士。这些长生不老，体型巨大的生物终其一生都在维护这片土地的安静，保证没人能够侵犯这里，没人能够知道他们的秘密。他们已经守护这片圣地长达千万年，与外界秋毫无犯，对世界的变迁也不甚了了。然而不可避免的，外界逐渐的注意到了这片未开化的土地，随着时间的推移，外面世界的入侵者也愈发大胆。他们很快就带着工具来砍伐焚烧这片土地，而树精卫士们则在思考，这些脆弱却勤劳的生物到底是什么？那原本绿色的原野现在变成了什么样？数万年的疑问和怀疑通通浮现，从上古时期流传下来的传统开始被他们重新审视，同时，越来越多外面世界的人死在了这片土地上，成为了花草的养分。当所有的生物都商议完毕以后，他们达成了一致，对外界的好奇终究战胜了保守和审慎。他们决定：向外界派出一名树精卫士，肩负着将外界情况传达给他们的使命，观察外面那个变化的世界以及其中的生命，最重要的是，监视那些有可能威胁到他们神圣领地的一切危险。#寄生种子：敌方单位内种下吸血的种子，造成伤害并减速治疗周围友军每次伤害：30/45/60移动速度减缓:50%范围：400持续时间：5秒冷却时间：7秒#3,3,750,5,0,0,80,90,2,205,9,5,1500,5,0,0,160,180,2,205,27,7,2900,5,0,0,320,360,2,205
先知#在种子里埋入盘起的灵魂，从岩石深处引出缠绕的水流，起誓阳光会普照这生长的一切，当树木之神维萝迪希娅完成这一系列森林的创造后，她意识到自己的生命也到达终点，如一片命运已被她印在种子中的树叶一样飘落，无法看见自己的梦想结果。嫩芽尚未破土，即使破土，脆弱的嫩芽也很容易受到各种伤害，而她却即将辞世，无能为力，这让她无比痛心。然而她在种子袋中发现了一颗播种时漏掉的种子，在弥留之际，她将力量化作一字箴言，寄于此种，然后将其服下。在漫长的冬天，她巨大的身体逐渐分解，化为了幼苗来年春天的肥料。在春分的早晨，当其它种子还没有苏醒时，最后那颗种子在一瞬间成熟然后爆裂了。从中走出了自然的先知，他身披树叶，强壮且智慧，拥有树木之神维萝迪希娅的力量，能预见到森林最需要他的地方，同时他也很清楚，能作为他的盟友，是天赐的幸运。#自然的呼唤：从棋盘周围的树木召唤一只树人冷却时间：7秒#2,2,500,0,0,0,45,50,1.4,400,6,4,1000,0,0,0,90,100,1.4,400,18,6,1900,0,0,0,180,200,1.4,400
鱼人守卫#斯拉达是个鱼人，一位深海住民，他守卫着错综复杂的沉没之城和其中埋藏的古老宝藏。在海底深渊那黑暗的海沟中，鱼人守卫在藏有宝物的密室中巡视。陆地上贪婪的巫师们派下去的潜水盗贼正是他防范的对象。他对海洋绝对忠诚，沉默寡言的性格有效的隐藏了海洋最秘密场所的位置。有时他会上浮到浅海侦查，不顾光亮造成的痛苦，确保没人在对深海进行谋划。有时他会无情的追杀那些极少数设法从沉没宝库偷取了一件宝物的家伙。由于斯拉达的一生都生活在深海中，承受着海洋巨大的水压，因此鱼人守卫的力量无比强大。#侵蚀雾霭：削弱敌人的护甲护甲削弱：15/30/45持续时间：20秒冷却时间：3秒#2,2,650,5,0,0,70,100,1.2,205,6,4,1300,5,0,0,140,200,1.2,205,18,6,2600,5,0,0,280,400,1.2,205
月之骑士#她曾经是被称为平原之灾的残酷领导者，率领着众多爪牙和野兽，敢于在任何地方肆虐。但不知为何沦落为现在这副样子。远离故土，饥饿至半疯状态流浪了好几个月，她的军队早已成为了尸体，甚至某些更糟的东西。当她站在一片古老森林的边缘时，那古老的树枝之间有一双灼热的眼睛正在暗中监视她。在这落幕的黄昏中，某种美丽但致命的野兽正在寻找一顿美餐。它悄无声息的转身离开了。愤怒占据了她的大脑。她紧紧抓住手中生锈的匕首，冲向那只野兽，只为寻回一丝曾经的荣誉。但这只猎物却无法被抓住。她三次将它逼进岩石和树木的死角，但每次她要扑上去抓住它时，都只能看见一丝褐色残影冲进森林的深处。不过由于满月的月光十分明亮，这头野兽的足迹很容易追踪。当一路追到一座高山开阔的山顶上时，这头体型巨大的野兽就那么坐在那里，专注地等待着她。当她挥起匕首刺过去时，野兽后退了一下，然后咆哮着冲向她。在坚持了这么久之后，在这片陌生的土地上，她似乎感到了自己的死期终于到来了。她平静的站在那里，准备接受结局。但在这一瞬间，野兽夺下了她手中的匕首，然后消失进了树林中。此时万物归于平静，几个戴头巾的身影靠近了她。她们用虔诚的语气告诉她，月之女神赛莉蒙妮选择了她，并指引了她，也测试了她。在不知不觉中，她已经通过了银夜森林的守卫者-暗月骑士的神圣仪式。#月刃：强化露娜的月刃，使其可以在敌人间弹跳弹跳范围：500弹射次数：3/5/7弹跳伤害衰减：30%#2,2,500,5,0,0,50,60,1.3,400,6,4,1000,5,0,0,100,120,1.3,400,18,6,2000,5,0,0,200,240,1.3,400
变体精灵#在那黑暗的年代里，有一颗彗星一直绕着天体运动着。被太阳束缚，又被地心引力拉扯，这颗巨大的冰球在世界之间的黑暗缝隙中穿行着，其自身也被这段黑暗的旅途改变着。在乌洛伊战争的前夜，它刺破天穹，轰然坠地，并散发出了一丝奇异的光芒，点亮了黑夜——战争的双方都认为这是一个征兆。这个冰球在沸腾的燥热中融化了，在战争中双方踏入分界河的时候，它融合了双方的力量。旋即冰封解除，变体精灵在战争中横空出世，拥有海洋潮汐之力的元素，反复无常，变化多端。他加入了战斗，在一瞬间就复制了一方的将军的形态，然后杀死了他——这个冒失鬼居然想试图穿过分界河。随着那些士兵们一个个死去，变体精灵也将自己的形态一次又一次的转换，吸收着这些奇怪生物的形态——一会是步兵，一会是弓箭手，一会又是骑兵，直到最后一个士兵也死去，变体精灵终于将所有的形态复制完毕。战争算是结束了，而变体精灵的时代，则刚刚开始。\r\n#波浪形态：变体精灵化为波浪向前涌进，并对路径上的敌人造成伤害伤害：150/250/350冷却时间：10/8/6秒#2,2,550,5,0,0,45,60,1.3,400,6,4,1100,5,0,0,90,120,1.3,400,18,6,2200,5,0,0,180,240,1.3,400
月之女祭司#出生于皇室，带有高贵血统的公主米拉娜，在她即将登上太阳王座时，欣然放弃了所有对国土的世俗权力，将自身完全奉献给了月之女神赛莉蒙妮。从那以后米拉娜就作为众所周知的月之公主，巡回在银夜森林，搜索那些从月之女神保护地中的银色水池偷取夜光莲花的大胆之徒。米拉娜骑着她庞大的猫科伙伴，沉着、自豪且无畏，调和于月相和星座旋转。她的弓上镶嵌的月之矿石吸收月光之力，为她的光之箭矢充入能量。#月神箭：向我方正在进攻/防守的非当前棋盘的一个敌方棋子射出一支绝对精准的箭矢，造成伤害并眩晕目标，。距离越远，伤害越高、眩晕时间越长。最小伤害：50/75/100最小眩晕时间：1/1.5/2秒最大伤害：500/750/1000最大眩晕时间:5/7.5/10秒达到最大伤害/眩晕的距离：6000冷却时间:10/8/6秒#2,2,600,0,0,0,50,70,1,600,6,4,1200,0,0,0,100,140,1,600,18,6,2400,0,0,0,200,280,1,600
巫医#一个轮廓不匀的瘦长身影迈着怪异的步伐纵横在战场上，寻找着敌人的致命弱点，用他可怕的才能造成严重的伤害。无论他那扭曲的身体是被打断的还是先天的，没有人可以质疑其中的力量。巫医扎瓦克用他的长杖猛击地面前进，他是一个迷信、巫术和咒语的恐怖聚合体。这个身体在阿克图拉岛的高原地带学习了魔法知识并磨练娴熟，现在精确的用在他的敌人身上。治疗友军，践踏敌人，扎瓦克可以成为你的好战友，或者最糟糕的敌人。#麻痹药剂：扔出一个弹射的麻痹药剂对地方单位造成眩晕和伤害眩晕：1秒伤害：50/75/100（英雄）75/100/125弹射次数：5/7/9冷却时间：10秒#2,2,550,5,0,0,40,50,1.4,400,6,4,1100,5,0,0,80,100,1.4,400,18,6,2200,5,0,0,160,200,1.4,400
